File,Folder,RelFreq NOUN,RelFreq ADV,RelFreq ADJ,RelFreq VERB,Unique PER,Unique LOC,Unique ORG
0140.c1.txt,c1,1986.08,482.6,589.33,1044.08,31,0,8
0165.c1.txt,c1,2229.27,341.46,760.98,1019.51,18,0,7
0200.c1.txt,c1,1540.31,643.8,788.21,1233.45,20,0,5
0219.c1.txt,c1,1932.77,618.79,702.83,1122.99,23,0,4
0238.c1.txt,c1,1545.45,363.64,509.09,1381.82,20,0,2
0501.c1.txt,c1,1634.62,488.78,536.86,1201.92,16,0,6
0502.c1.txt,c1,1805.56,592.11,540.94,1461.99,13,0,4
