File,Folder,RelFreq NOUN,RelFreq ADV,RelFreq ADJ,RelFreq VERB,Unique PER,Unique LOC,Unique ORG
0103.b4.txt,b4,1626.88,530.5,698.5,1326.26,9,0,2
0105.b4.txt,b4,1431.3,601.15,620.23,1326.34,7,0,3
0107.b4.txt,b4,2117.37,245.84,729.58,1411.58,10,0,5
0139.b4.txt,b4,1855.67,341.0,642.35,1292.62,13,0,4
0140.b4.txt,b4,1538.46,497.19,478.42,1322.7,11,0,5
0158.b4.txt,b4,1624.8,635.79,682.89,1334.38,14,0,0
0165.b4.txt,b4,1593.25,459.23,543.58,1209.0,7,0,8
0178.b4.txt,b4,1803.65,703.2,753.42,1242.01,8,0,1
0200.b4.txt,b4,1526.66,840.06,807.75,1122.78,8,0,2
0219.b4.txt,b4,1784.23,456.43,549.79,1234.44,7,0,1
0300.b4.txt,b4,1950.25,407.96,547.26,1333.33,8,0,5
0308.b4.txt,b4,1621.09,654.3,585.94,1220.7,3,0,3
0310.b4.txt,b4,1903.5,442.83,812.95,1288.83,11,0,3
0318.b4.txt,b4,1886.46,425.78,538.14,1212.3,11,0,6
1003.b4.txt,b4,1806.2,248.06,596.9,1341.09,3,0,2
1021.b4.txt,b4,1668.09,444.82,538.92,1274.59,15,0,4
1023.b4.txt,b4,1474.93,973.45,929.2,1179.94,6,0,4
1057.b4.txt,b4,1689.33,400.86,529.71,1281.32,9,0,0
1069.b4.txt,b4,1721.85,794.7,662.25,1390.73,5,0,6
1097.b4.txt,b4,1789.16,541.95,631.03,1224.94,8,1,3
1100.b4.txt,b4,1762.98,342.8,558.28,1204.7,4,0,2
1112.b4.txt,b4,1703.54,449.85,582.6,1401.18,7,0,3
1508.b4.txt,b4,1763.22,377.83,638.12,1276.24,6,0,6
1520.b4.txt,b4,1820.94,515.93,705.61,1229.14,3,0,4
1528.b4.txt,b4,1604.48,582.09,634.33,1291.04,5,0,3
1532.b4.txt,b4,1673.78,623.4,486.76,1349.27,12,0,4
2018.b4.txt,b4,1661.95,424.93,472.14,1567.52,12,0,2
2030.b4.txt,b4,1622.7,471.62,551.56,1326.94,10,0,3
2034.b4.txt,b4,1658.94,444.86,815.57,1121.41,10,0,6
